result,table,_start,_stop,_time,_field,_measurement,defrost_wp,hp_current_flow_rate,kamin_an,ml_vorlauftemperatur,nibe_bt1_outdoor_temperature,nibe_bt2_supply_temp_s1,nibe_eb100_ep14_bt3_return_temp,nibe_el_leistung,pv_leistung_gefiltert,rt_mittelwert,rt_wz,tv_an,warmwassermodus
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 15:30:00+00:00,value,sensor,0.0,12.2,0.0,24.5,13.38,23.1,23.080000000000002,19.0,1640.0,22.772,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 15:35:00+00:00,value,sensor,0.0,12.2,0.0,24.5,13.280000000000001,23.060000000000002,23.1,19.0,1528.0,22.78,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 15:40:00+00:00,value,sensor,0.0,12.2,0.0,24.5,13.179999999999998,23.04,23.1,19.0,1334.0,22.78,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 15:45:00+00:00,value,sensor,0.0,12.2,0.0,24.5,13.080000000000002,23.02,23.1,19.0,1194.0,22.782,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 15:50:00+00:00,value,sensor,0.0,12.2,0.0,24.5,12.88,23.04,23.080000000000002,19.0,1124.0,22.772000000000002,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 15:55:00+00:00,value,sensor,0.0,12.2,0.0,24.5,12.8,23.0,23.1,19.0,1016.0,22.762,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 16:00:00+00:00,value,sensor,0.0,12.2,0.0,24.5,12.66,23.0,23.1,19.0,934.0,22.766,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 16:05:00+00:00,value,sensor,0.0,12.2,0.0,24.5,12.52,23.0,23.080000000000002,19.0,870.0,22.76,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 16:10:00+00:00,value,sensor,0.0,12.2,0.0,24.5,12.319999999999999,23.0,23.1,19.0,842.0,22.756,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 16:15:00+00:00,value,sensor,0.0,12.2,0.0,24.5,12.2,23.0,23.1,19.0,698.0,22.75,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 16:20:00+00:00,value,sensor,0.0,12.2,0.0,24.5,12.059999999999999,23.0,23.1,19.0,638.0,22.75,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 16:25:00+00:00,value,sensor,0.0,12.2,0.0,24.5,11.919999999999998,23.0,23.059999999999995,19.0,562.0,22.75,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 16:30:00+00:00,value,sensor,0.0,12.2,0.0,24.5,11.74,23.0,23.04,1353.8,508.0,22.75,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 16:35:00+00:00,value,sensor,0.0,12.2,0.0,24.5,11.559999999999999,23.0,23.04,3356.0,424.0,22.746000000000002,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 16:40:00+00:00,value,sensor,0.0,12.2,0.0,24.5,11.36,23.0,23.0,53.0,362.0,22.666000000000004,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 16:45:00+00:00,value,sensor,0.0,12.2,0.0,24.5,11.16,23.0,23.0,46.2,306.0,22.634,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 16:50:00+00:00,value,sensor,0.0,12.2,0.0,24.5,10.9,22.7,22.96,204.4,260.0,22.602,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 16:55:00+00:00,value,sensor,0.0,12.2,0.0,24.5,10.760000000000002,22.98,22.939999999999998,255.4,200.0,22.622,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 17:00:00+00:00,value,sensor,0.0,12.2,0.0,24.5,10.6,23.1,22.9,258.4,170.0,22.637999999999998,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 17:05:00+00:00,value,sensor,0.0,12.2,0.0,24.5,10.379999999999999,23.1,22.9,318.4,142.0,22.668,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 17:10:00+00:00,value,sensor,0.0,12.2,0.0,24.5,10.280000000000001,23.54,22.9,571.6,94.0,22.669999999999998,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 17:15:00+00:00,value,sensor,0.0,12.2,0.0,24.5,10.1,24.9,22.9,655.8,62.0,22.676,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 17:20:00+00:00,value,sensor,0.0,12.2,0.0,24.5,9.94,25.160000000000004,22.96,359.6,50.0,22.657999999999998,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 17:25:00+00:00,value,sensor,0.0,12.2,0.0,24.5,9.72,25.259999999999998,23.0,446.0,46.0,22.653999999999996,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 17:30:00+00:00,value,sensor,0.0,12.2,0.0,24.5,9.540000000000001,25.360000000000003,23.04,360.0,36.0,22.635999999999996,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 17:35:00+00:00,value,sensor,0.0,12.2,0.0,24.5,9.36,25.46,23.1,412.0,16.0,22.633999999999997,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 17:40:00+00:00,value,sensor,0.0,12.2,0.0,24.5,9.18,25.54,23.1,359.2,10.0,22.631999999999998,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 17:45:00+00:00,value,sensor,0.0,12.2,0.0,24.5,9.1,25.879999999999995,23.14,678.0,10.0,22.64,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 17:50:00+00:00,value,sensor,0.0,12.2,0.0,24.5,9.06,26.6,23.2,1181.6,10.0,22.63,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 17:55:00+00:00,value,sensor,0.0,12.2,0.0,24.5,9.02,27.18,23.22,711.4,10.0,22.61,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 18:00:00+00:00,value,sensor,0.0,12.2,0.0,24.5,8.84,27.54,23.3,711.0,6.0,22.618,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 18:05:00+00:00,value,sensor,0.0,12.2,0.0,24.5,8.76,27.82,23.380000000000003,712.0,0.0,22.616,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 18:10:00+00:00,value,sensor,0.0,12.2,0.0,24.5,8.68,28.04,23.439999999999998,713.2,0.0,22.63,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 18:15:00+00:00,value,sensor,0.0,12.2,0.0,24.5,8.54,28.020000000000003,23.5,527.0,0.0,22.63,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 18:20:00+00:00,value,sensor,0.0,12.2,0.0,24.5,8.36,27.78,23.580000000000002,371.2,0.0,22.648000000000003,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 18:25:00+00:00,value,sensor,0.0,12.2,0.0,24.5,8.24,27.160000000000004,23.62,372.8,0.0,22.657999999999998,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 18:30:00+00:00,value,sensor,0.0,12.2,0.0,24.5,8.139999999999999,26.54,23.7,371.6,0.0,22.656,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 18:35:00+00:00,value,sensor,0.0,12.2,0.0,24.5,7.959999999999999,26.32,23.7,369.8,0.0,22.642000000000003,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 18:40:00+00:00,value,sensor,0.0,12.2,0.0,24.5,7.9,26.3,23.7,368.6,0.0,22.64,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 18:45:00+00:00,value,sensor,0.0,12.2,0.0,24.5,7.839999999999999,26.3,23.7,387.6,0.0,22.633999999999997,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 18:50:00+00:00,value,sensor,0.0,12.2,0.0,24.5,7.779999999999999,26.3,23.7,507.8,0.0,22.63,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 18:55:00+00:00,value,sensor,0.0,12.2,0.0,24.5,7.6,26.3,23.7,367.8,0.0,22.65,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 19:00:00+00:00,value,sensor,0.0,12.2,0.0,24.5,7.4799999999999995,26.3,23.7,722.0,0.0,22.657999999999998,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 19:05:00+00:00,value,sensor,0.0,12.2,0.0,24.5,7.32,26.3,23.759999999999998,368.6,0.0,22.657999999999998,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 19:10:00+00:00,value,sensor,0.0,12.2,0.0,24.5,7.18,26.3,23.8,369.0,0.0,22.652000000000005,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 19:15:00+00:00,value,sensor,0.0,12.2,0.0,24.5,6.919999999999999,26.3,23.8,368.8,0.0,22.656,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 19:20:00+00:00,value,sensor,0.0,12.2,0.0,24.5,6.8,26.3,23.8,369.4,0.0,22.657999999999998,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 19:25:00+00:00,value,sensor,0.0,12.2,0.0,24.5,6.839999999999999,26.3,23.8,370.0,0.0,22.656,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 19:30:00+00:00,value,sensor,0.0,12.2,0.0,24.5,6.9,26.3,23.8,370.0,0.0,22.66,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 19:35:00+00:00,value,sensor,0.0,12.2,0.0,24.5,6.92,26.3,23.8,369.6,0.0,22.657999999999998,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 19:40:00+00:00,value,sensor,0.0,12.2,0.0,24.5,6.92,26.320000000000004,23.82,680.2,0.0,22.660000000000004,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 19:45:00+00:00,value,sensor,0.0,12.2,0.0,24.5,6.860000000000001,26.3,23.9,370.0,0.0,22.645999999999997,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 19:50:00+00:00,value,sensor,0.0,12.2,0.0,24.5,6.8,26.340000000000003,23.9,370.0,0.0,22.642000000000003,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 19:55:00+00:00,value,sensor,0.0,12.2,0.0,24.5,6.8,26.4,23.9,370.6,0.0,22.65,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 20:00:00+00:00,value,sensor,0.0,12.2,0.0,24.5,6.42,26.4,23.9,371.2,0.0,22.662,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 20:05:00+00:00,value,sensor,0.0,12.2,0.0,24.5,5.92,26.4,23.9,371.2,0.0,22.639999999999997,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 20:10:00+00:00,value,sensor,0.0,12.2,0.0,24.5,5.54,26.4,23.9,483.8,0.0,22.63,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 20:15:00+00:00,value,sensor,0.0,12.2,0.0,24.5,5.5,26.4,23.939999999999998,372.8,0.0,22.65,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 20:20:00+00:00,value,sensor,0.0,12.2,0.0,24.5,5.5,26.4,23.939999999999998,373.8,0.0,22.644000000000002,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 20:25:00+00:00,value,sensor,0.0,12.2,0.0,24.5,5.4799999999999995,26.380000000000003,24.0,373.6,0.0,22.642,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 20:30:00+00:00,value,sensor,0.0,12.2,0.0,24.5,5.42,26.4,24.0,373.8,0.0,22.64,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 20:35:00+00:00,value,sensor,0.0,12.2,0.0,24.5,5.26,26.4,24.0,890.6,0.0,22.65,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 20:40:00+00:00,value,sensor,0.0,12.2,0.0,24.5,5.2,26.4,24.0,373.4,0.0,22.65,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 20:45:00+00:00,value,sensor,0.0,12.2,0.0,24.5,5.08,26.4,24.0,374.2,0.0,22.65,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 20:50:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.88,26.4,24.0,375.0,0.0,22.65,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 20:55:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.640000000000001,26.4,24.0,375.0,0.0,22.656,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 21:00:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.6,26.4,24.0,375.0,0.0,22.65,23.3,1.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 21:05:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.62,26.4,24.1,375.2,0.0,22.654000000000003,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 21:10:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.6,26.419999999999998,24.1,375.0,0.0,22.662,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 21:15:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.7,26.4,24.1,375.6,0.0,22.67,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 21:20:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.72,26.439999999999998,24.1,376.0,0.0,22.67,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 21:25:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.6,26.439999999999998,24.1,376.0,0.0,22.656,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 21:30:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.42,26.5,24.1,376.0,0.0,22.66,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 21:35:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.4,26.5,24.1,375.8,0.0,22.672000000000004,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 21:40:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.4,26.5,24.1,376.0,0.0,22.68,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 21:45:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.3,26.5,24.1,376.6,0.0,22.676,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 21:50:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.499999999999999,26.5,24.1,376.8,0.0,22.66,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 21:55:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.840000000000001,26.5,24.120000000000005,376.6,0.0,22.66,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 22:00:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.86,26.5,24.12,377.0,0.0,22.652000000000005,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 22:05:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.58,26.5,24.14,376.6,0.0,22.65,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 22:10:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.380000000000001,26.52,24.2,376.6,0.0,22.65,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 22:15:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.359999999999999,26.560000000000002,24.2,377.0,0.0,22.66,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 22:20:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.4,26.5,24.2,377.4,0.0,22.662,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 22:25:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.5,26.52,24.2,376.6,0.0,22.64,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 22:30:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.66,26.560000000000002,24.2,380.0,0.0,22.630000000000003,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 22:35:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.68,26.82,24.2,749.2,0.0,22.634,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 22:40:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.659999999999999,27.540000000000003,24.2,793.6,0.0,22.64,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 22:45:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.539999999999999,28.1,24.24,799.0,0.0,22.656,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 22:50:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.32,28.559999999999995,24.3,807.0,0.0,22.66,23.3,0.0,0.0
_result,0,2026-03-08 13:45:55.456497+00:00,2026-04-07 13:45:55.456497+00:00,2026-03-08 22:55:00+00:00,value,sensor,0.0,12.2,0.0,24.5,4.140000000000001,28.82,24.32,804.6,0.0,22.657999999999998,23.3,0.0,0.0
